Минск:4:Минская станция метро Москвы
Парк победы:4:Парк победы
Алтуфьев:2:Алтуфьево
Бибирев:2:Бибирево
Отрадн:2:Отрадное
Владыкин:2:Владыкино
Петровско-Разумовск:2:Петровско-Разумовская
Тимирязевск:2:Тимирязевская станция
Дмитровск:2:Дмитровская станция
Савёловск:1:Савёловская станция
Менделеевск:1:Менделеевская станция
Цветной бульвар:1:Цветной бульвар
Чеховск:1:Чеховская станция
Боровицк:1:Боровицкая станция
Полянка:1:Полянка
Серпуховск:1:Серпуховская станция
Тульск:1:Тульская станция
Нагатинск:2:Нагатинская станция
Нагорн:2:Нагорная станция метро Москвы
Нахимовск:2:Нахимовский пр-кт
Севастопольск:2:Севастопольская станция
Чертановск:2:Чертановская станция
Южн:2:Южная
Пражск:2:Пражская станция
Янгеля:2:Улица Академика Янгеля
Аннино:2:Аннино
Дмитрия Донск:2:Бульвар Дмитрия Донского
Селигерск:2:Селигерская станция
Лихоборы:2:Верхние Лихоборы
Окружн:2:Окружная
Петровско-Разумовск:2:Петровско-Разумовская
Фонвизинск:2:Фонвизинская станция
Бутырск:2:Бутырская станция
Марьина роща:1:Марьина роща
Достоевск:1:Достоевская станция
Трубн:1:Трубная станция
Сретенский:1:Сретенский бульвар
Чкаловск:1:Чкаловская станция
Римск:1:Римская станция
Крестьянск:1:Крестьянская застава
застава:1:Крестьянская застава
Кожуховск:5:Кожуховская станция
Печатники:5:Печатники
Волжск:5:Волжская станция
Люблино:5:Люблино
Братиславск:5:Братиславская станция
Марьино:5:Марьино
Борисово:5:Борисово
Шипиловск:5:Шипиловская станция
Зябликово:3:Зябликово
Шелепиха:4:Шелепиха
Хорошевск:4:Хорошевская станция
ЦСКА:2:ЦСКА
Петровский парк:2:Петровский парк
Савеловск:2:Савеловская станция
Каширск:3:Каширская станция
Варшавск:3:Варшавская станция
Каховск:3:Каховская станция
воронцовск:3:воронцовская
новаторск:4:новаторская
аминьевск:4:аминьевская
давыдково:4:давыдково
терехово:4:терехово
мневники:4:мневники
народного ополчения:4:народного ополчения
Битцевский парк:3:Битцевский парк
Лесопарков:3:Лесопарковая станция метро Москвы
Старокачаловск:3:Улица Старокачаловская
Скобелевск:3:Улица Скобелевская
Ушакова:3:Бульвар Адмирала Ушакова
Горчакова:3:Улица Горчакова
Бунинск:3:Бунинская аллея
Косино:5:Косино
Дмитриевск:5:Дмитриевского
Лухмановск:5:Лухмановская станция
Некрасовк:5:Некрасовка станция метро Москвы
стахановск:5:стахановская
окск:5:окская
юго-восточн:5:юго-восточная
Тимирязевск:2:Тимирязевская станция
Милашенков:2:Улица Милашенкова
Телецентр:2:Телецентр
Королев:2:Улица Академика Королёва
Королёв:2:Улица Академика Королёва
Выставочный:2:Выставочный центр
Эйзенштейна:2:Улица Сергея Эйзенштейна
Окружн:2:Окружная станция
Владыкино:2:Владыкино
Ботанический сад:2:Ботанический сад
Ростокино:2:Ростокино
Белокаменн:2:Белокаменная
Рокоссовск:2:Бульвар Рокоссовского
Локомотив:2:Локомотив
Измайлово:5:Измайлово
Соколин:5:Соколиная Гора
Энтузиаст:5:Шоссе Энтузиастов
Андроновк:5:Андроновка
Нижегородск:5:Нижегородская станция
Новохохловск:5:Новохохловская станция
Угрешск:5:Угрешская станция
Дубровк:5:Дубровка
Автозаводск:3:Автозаводская станция
ЗИЛ:3:ЗИЛ
Котлы:3:Верхние Котлы
Крымск:3:Крымская станция
Гагарин:3:Площадь Гагарина
Лужник:3:Лужники
Кутузовск:4:Кутузовская станция
Шелепиха:4:Шелепиха
Хорошёво:4:Хорошёво
Зорге:4:Зорге
Панфиловск:4:Панфиловская станция
Стрешнево:2:Стрешнево
Балтийск:2:Балтийская станция
Коптево:2:Коптево
ховрино:2:ховрино
беломорск:2:беломорская
мытищ:2:Мытищи
мытыщ:2:Мытищи
